question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error,pred_rows_count,gold_rows_count,pred_rows_preview,gold_rows_preview
29,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE type = 'car',SELECT * FROM transaction_object_detection WHERE type = 'car' AND value > 0,False,True,True,True,False,True,True,match,2.32,2.353,,,,6,6,2025-02-19 13:09:43 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:10:21 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:11:44 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGc...,2025-02-19 13:09:43 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:10:21 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:11:44 | car | 5 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGc...
30,transaction_object_detection,SELECT COUNT(*) AS total_record FROM transaction_object_detection WHERE type = 'bus',SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'bus',True,True,True,True,False,True,True,match,1.329,1.312,,,,1,1,5,5
31,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE value < 5,SELECT * FROM transaction_object_detection WHERE value < 5,True,True,True,True,False,True,True,match,30.393,28.322,,,,5033,5033,2025-02-19 13:09:43 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:10:21 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:11:44 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGc...,2025-02-19 13:09:43 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:10:21 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwdWJsaWNfaWQiOiI5OTRlZmIxNi01N2Y3LTQwZmItYTgyZi1kYmFhNGZiYTUwODEiLCJleHAiOjE2NjA5NzIyNjF9.oKQl5BMeQq1RGsHvqG2ROBn0Qb3iYyNpphOGZpG0oKk || 2025-02-19 13:11:44 | bus | 3 | edge_1 | eyJ0eXAiOiJKV1QiLCJhbGc...
32,transaction_object_detection,SELECT MAX(detection_time) AS deteksi_terakhir FROM transaction_object_detection,SELECT MAX(detection_time) AS last_detection FROM transaction_object_detection,True,True,True,True,False,True,True,match,1.657,1.704,,,,1,1,2025-07-07 10:06:44,2025-07-07 10:06:44
33,transaction_object_detection,SELECT MIN(value) AS min_objek FROM transaction_object_detection,"SELECT MIN(value) AS min_value FROM transaction_object_detection WHERE detection_time = (SELECT MAX(detection_time) FROM transaction_object_detection GROUP BY user_key, device_id)",False,False,True,True,False,False,True,pred_error,30.5,2.104,"(pymysql.err.OperationalError) (1242, 'Subquery returns more than 1 row')
[SQL: SELECT MIN(value) AS min_value FROM transaction_object_detection WHERE detection_time = (SELECT MAX(detection_time) FROM transaction_object_detection GROUP BY user_key, device_id)]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,,,1,,1
34,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC","SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC",True,True,True,True,False,True,True,match,3.222,2.801,,,,48,48,backpack | 108 || baseball glove | 1 || bed | 53,backpack | 108 || baseball glove | 1 || bed | 53
35,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC","SELECT object_type, COUNT(*) AS total_detections FROM transaction_object_detection GROUP BY object_type",False,False,False,True,False,False,True,pred_error,0.385,2.221,"(pymysql.err.OperationalError) (1054, ""Unknown column 'object_type' in 'field list'"")
[SQL: SELECT object_type, COUNT(*) AS total_detections FROM transaction_object_detection GROUP BY object_type]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'object_type' in 'field list'"")
[SQL: SELECT * FROM (SELECT object_type, COUNT(*) AS total_detections FROM transaction_object_detection GROUP BY object_type) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,48,,backpack | 60 || baseball glove | 1 || bed | 24
36,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal ORDER BY tanggal","SELECT DATE(detection_time) AS detection_date, COUNT(*) AS total_objects_detected FROM transaction_object_detection GROUP BY detection_date",False,False,True,True,False,True,True,mismatch,1.917,2.527,,,,24,24,2025-02-19 | 14 || 2025-02-20 | 3 || 2025-04-14 | 35,2025-02-19 | 179 || 2025-02-20 | 3 || 2025-04-14 | 314
37,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY jam ORDER BY jam","SELECT DATE_FORMAT(detection_time, '%Y-%m-01') AS detection_date, COUNT(*) AS total_objects_detected FROM transaction_object_detection WHERE YEAR(DATE_SUB(STR_TO_DATE(detection_time, '%Y-%m-%d %H:%i'), INTERVAL 1 HOUR)) = '2025' AND MONTH(DATE_SUB(STR_TO_DATE(detection_time, '%Y-%m-%d %H:%i'), INTERVAL 1 DAY)) = 2 GROUP BY detection_date",False,False,True,True,False,True,True,mismatch,5.459,1.683,,,,1,2,2025-02-01 | 17,13 | 177 || 14 | 2
38,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, type, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal, type ORDER BY tanggal, type",SELECT 1,False,False,True,True,True,True,True,mismatch,0.153,3.873,,,,1,220,1,2025-02-19 | bicycle | 45 || 2025-02-19 | bus | 9 || 2025-02-19 | car | 15
39,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",SELECT 1,False,False,True,True,True,True,True,mismatch,0.187,2.443,,,,1,1,1,mahasiswa | 3968
40,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC LIMIT 1",SELECT 1,False,False,True,True,True,True,True,mismatch,0.319,2.183,,,,1,1,1,mahasiswa | 2061
41,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE type = 'people' GROUP BY jam ORDER BY total DESC LIMIT 1","SELECT HOUR(detection_time) AS hour, COUNT(*) AS detection_count FROM transaction_object_detection WHERE type = 'people' GROUP BY hour ORDER BY detection_count DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,1.497,1.506,,,,1,1,13 | 3,13 | 108
42,transaction_object_detection,"SELECT type, SUM(value) AS total, ROUND(SUM(value) * 100.0 / (SELECT SUM(value) FROM transaction_object_detection), 2) AS persentase FROM transaction_object_detection GROUP BY type ORDER BY total DESC",SELECT 1,False,False,True,True,True,True,True,mismatch,0.163,4.692,,,,1,48,1,backpack | 108 | 0.77 || baseball glove | 1 | 0.01 || bed | 53 | 0.38
43,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type ORDER BY total DESC","SELECT type, COUNT(*) AS total_detections FROM transaction_object_detection WHERE value > 0 AND device_id = 'edge-1' GROUP BY type ORDER BY total_detections DESC",False,False,True,True,False,True,True,mismatch,0.777,5.951,,,,0,47,,backpack | 107 || bed | 53 || bicycle | 75
44,transaction_enose + transaction_object_detection,SELECT DISTINCT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT DISTINCT device_id FROM transaction_object_detection),SELECT DISTINCT t1.device_id FROM transaction_enose AS t1 LEFT JOIN transaction_object_detection AS t2 ON t1.device_id = t2.device_id WHERE t2.device_id IS NULL,False,True,True,True,False,True,True,match,0.893,2.743,,,,5,5,10.251.251.172:8080 || e-nose_1 || e-nose_1/1.0,10.251.251.172:8080 || e-nose_1 || e-nose_1/1.0
45,transaction_enose + transaction_object_detection,"SELECT tanggal, SUM(total) AS total_gabungan FROM (SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY DATE(date_time) UNION ALL SELECT DATE(detection_time) AS tanggal, COUNT(*) AS total FROM transaction_object_detection GROUP BY DATE(detection_time)) AS gabungan GROUP BY tanggal ORDER BY tanggal","SELECT DATE(date_time) AS transaction_date, COUNT(*) AS total_transactions FROM (SELECT date_time FROM transaction_enose UNION ALL SELECT detection_time FROM transaction_object_detection) AS combined_table, (SELECT DISTINCT CAST(DATE(date_time) AS CHAR(10)) AS unique_day FROM transaction_enose) AS days WHERE DATE(combined_table.date_time) = days.unique_day GROUP BY transaction_date",False,False,True,True,False,True,True,mismatch,38.423,4.522,,,,38,49,2025-02-07 | 8 || 2025-02-10 | 11 || 2025-02-12 | 8,2025-02-07 | 8 || 2025-02-10 | 11 || 2025-02-12 | 8
